Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
35,Entry long,03-07-2025 23:15,BUY DD,109200.01,0.93944,102586.8574,-1.15,0,162.59,0.16,-16.43,-0.02,2585.93,2.59
36,Exit long,04-07-2025 02:45,Close entry(s) order BUY DD,108930.2,0.94025,102584.9232,-163.3,-0.16,94.21,0.09,-281.96,-0.27,2422.63,2.42
36,Entry long,04-07-2025 01:30,BUY DD,109103.88,0.94025,102584.9232,-163.3,-0.16,94.21,0.09,-281.96,-0.27,2422.63,2.42
37,Exit short,04-07-2025 03:30,Margin call,108927.19,0.0122,1326.75,-2.16,-0.16,0,0,-2.16,-0.16,2420.47,2.42
37,Entry short,04-07-2025 03:30,SELL DD,108750,0.0122,1326.75,-2.16,-0.16,0,0,-2.16,-0.16,2420.47,2.42
38,Exit short,04-07-2025 04:45,BUY DD,108884.08,0.92961,101095.0875,-124.64,-0.12,214.9,0.21,-164.72,-0.16,2295.83,2.3
38,Entry short,04-07-2025 03:30,SELL DD,108750,0.92961,101095.0875,-124.64,-0.12,214.9,0.21,-164.72,-0.16,2295.83,2.3
39,Exit long,04-07-2025 06:00,SELL DD,108997.6,0.93949,102295.5043,106.65,0.1,174.67,0.17,-130.5,-0.13,2402.48,2.4
39,Entry long,04-07-2025 04:45,BUY DD,108884.08,0.93949,102295.5043,106.65,0.1,174.67,0.17,-130.5,-0.13,2402.48,2.4
40,Exit short,04-07-2025 06:00,Margin call,109067.06,0.00476,518.828576,-0.33,-0.06,0.05,0.01,-0.33,-0.06,2402.15,2.4
40,Entry short,04-07-2025 06:00,SELL DD,108997.6,0.00476,518.828576,-0.33,-0.06,0.05,0.01,-0.33,-0.06,2402.15,2.4
41,Exit short,04-07-2025 07:00,BUY DD,108899.73,0.93473,101883.3266,91.48,0.09,123.59,0.12,-64.93,-0.06,2493.63,2.49
41,Entry short,04-07-2025 06:00,SELL DD,108997.6,0.93473,101883.3266,91.48,0.09,123.59,0.12,-64.93,-0.06,2493.63,2.49
42,Exit long,04-07-2025 10:45,Close entry(s) order BUY DD,107981.13,0.94117,102493.1589,-864.56,-0.84,198.84,0.19,-1312.68,-1.28,1629.07,1.63
42,Entry long,04-07-2025 07:00,BUY DD,108899.73,0.94117,102493.1589,-864.56,-0.84,198.84,0.19,-1312.68,-1.28,1629.07,1.63
43,Exit long,04-07-2025 17:00,SELL DD,107692.01,0.94456,101628.7336,92.83,0.09,310.54,0.31,-329.4,-0.32,1721.9,1.72
43,Entry long,04-07-2025 12:45,BUY DD,107593.73,0.94456,101628.7336,92.83,0.09,310.54,0.31,-329.4,-0.32,1721.9,1.72
44,Exit short,04-07-2025 17:00,Margin call,107750.71,0.00408,439.3834008,-0.24,-0.05,0.01,0,-0.24,-0.05,1721.66,1.72
44,Entry short,04-07-2025 17:00,SELL DD,107692.01,0.00408,439.3834008,-0.24,-0.05,0.01,0,-0.24,-0.05,1721.66,1.72
45,Exit short,04-07-2025 17:45,Margin call,107941.99,0.00112,120.6150512,-0.28,-0.23,0.002,0,-0.28,-0.23,1721.38,1.72
45,Entry short,04-07-2025 17:00,SELL DD,107692.01,0.00112,120.6150512,-0.28,-0.23,0.002,0,-0.28,-0.23,1721.38,1.72
46,Exit short,04-07-2025 18:00,Margin call,108080,0.00624,671.9981424,-2.42,-0.36,0.01,0,-2.42,-0.36,1718.96,1.72
46,Entry short,04-07-2025 17:00,SELL DD,107692.01,0.00624,671.9981424,-2.42,-0.36,0.01,0,-2.42,-0.36,1718.96,1.72
47,Exit short,04-07-2025 21:15,Close entry(s) order SELL DD,108081.4,0.93312,100489.5684,-363.35,-0.36,1.96,0,-548.04,-0.55,1355.61,1.36
47,Entry short,04-07-2025 17:00,SELL DD,107692.01,0.93312,100489.5684,-363.35,-0.36,1.96,0,-548.04,-0.55,1355.61,1.36
48,Exit long,05-07-2025 00:00,SELL DD,108154.72,0.93864,101355.4172,162.93,0.16,261.74,0.26,-211.03,-0.21,1518.54,1.52
48,Entry long,04-07-2025 22:00,BUY DD,107981.14,0.93864,101355.4172,162.93,0.16,261.74,0.26,-211.03,-0.21,1518.54,1.52
49,Exit short,05-07-2025 00:00,Margin call,108166.76,0.0008,86.523776,-0.01,-0.01,0,0,-0.01,-0.01,1518.53,1.52
49,Entry short,05-07-2025 00:00,SELL DD,108154.72,0.0008,86.523776,-0.01,-0.01,0,0,-0.01,-0.01,1518.53,1.52
50,Exit short,05-07-2025 00:15,Margin call,108386,0.0128,1384.380416,-2.96,-0.21,1.57,0.11,-2.96,-0.21,1515.57,1.52
50,Entry short,05-07-2025 00:00,SELL DD,108154.72,0.0128,1384.380416,-2.96,-0.21,1.57,0.11,-2.96,-0.21,1515.57,1.52
51,Exit short,05-07-2025 04:15,BUY DD,108115.91,0.92504,100047.4422,35.9,0.04,143.12,0.14,-245.91,-0.25,1551.47,1.55
51,Entry short,05-07-2025 00:00,SELL DD,108154.72,0.92504,100047.4422,35.9,0.04,143.12,0.14,-245.91,-0.25,1551.47,1.55
52,Exit long,05-07-2025 04:45,SELL DD,107962.51,0.93928,101551.1119,-144.09,-0.14,8.89,0.01,-181.38,-0.18,1407.39,1.41
52,Entry long,05-07-2025 04:15,BUY DD,108115.91,0.93928,101551.1119,-144.09,-0.14,8.89,0.01,-181.38,-0.18,1407.39,1.41
53,Exit short,05-07-2025 04:45,Margin call,108029.97,0.00464,500.9460464,-0.31,-0.06,0.13,0.03,-0.31,-0.06,1407.07,1.41
53,Entry short,05-07-2025 04:45,SELL DD,107962.51,0.00464,500.9460464,-0.31,-0.06,0.13,0.03,-0.31,-0.06,1407.07,1.41
54,Exit short,05-07-2025 09:15,Margin call,108232.29,0.00012,12.9555012,-0.03,-0.25,0.01,0.09,-0.03,-0.25,1407.04,1.41
54,Entry short,05-07-2025 04:45,SELL DD,107962.51,0.00012,12.9555012,-0.03,-0.25,0.01,0.09,-0.03,-0.25,1407.04,1.41
55,Exit short,05-07-2025 09:30,Close entry(s) order SELL DD,108200,0.93452,100893.1248,-221.94,-0.22,86.06,0.09,-252.11,-0.25,1185.1,1.19
55,Entry short,05-07-2025 04:45,SELL DD,107962.51,0.93452,100893.1248,-221.94,-0.22,86.06,0.09,-252.11,-0.25,1185.1,1.19
56,Exit short,05-07-2025 17:30,Margin call,108137.51,0.0032,345.89056,-0.15,-0.04,0.09,0.03,-0.15,-0.04,1184.95,1.18
56,Entry short,05-07-2025 17:30,SELL DD,108090.8,0.0032,345.89056,-0.15,-0.04,0.09,0.03,-0.15,-0.04,1184.95,1.18
57,Exit short,05-07-2025 22:00,BUY DD,108218.25,0.93291,100838.9882,-118.9,-0.12,39.7,0.04,-148.52,-0.15,1066.05,1.07
57,Entry short,05-07-2025 17:30,SELL DD,108090.8,0.93291,100838.9882,-118.9,-0.12,39.7,0.04,-148.52,-0.15,1066.05,1.07
58,Exit long,05-07-2025 22:45,SELL DD,108129.69,0.9339,101065.0237,-82.71,-0.08,46.79,0.05,-98.93,-0.1,983.35,0.98
58,Entry long,05-07-2025 22:00,BUY DD,108218.25,0.9339,101065.0237,-82.71,-0.08,46.79,0.05,-98.93,-0.1,983.35,0.98
59,Exit short,05-07-2025 22:45,Margin call,108154.24,0.00164,177.3326916,-0.04,-0.02,0,0,-0.04,-0.02,983.31,0.98
59,Entry short,05-07-2025 22:45,SELL DD,108129.69,0.00164,177.3326916,-0.04,-0.02,0,0,-0.04,-0.02,983.31,0.98
60,Exit short,05-07-2025 23:30,BUY DD,108036,0.93226,100804.9848,87.34,0.09,96.69,0.1,-22.89,-0.02,1070.65,1.07
60,Entry short,05-07-2025 22:45,SELL DD,108129.69,0.93226,100804.9848,87.34,0.09,96.69,0.1,-22.89,-0.02,1070.65,1.07
61,Exit long,06-07-2025 06:30,Close entry(s) order BUY DD,107950.36,0.93552,101069.8387,-80.12,-0.08,170.26,0.17,-220.77,-0.22,990.53,0.99
61,Entry long,05-07-2025 23:30,BUY DD,108036,0.93552,101069.8387,-80.12,-0.08,170.26,0.17,-220.77,-0.22,990.53,0.99
62,Exit short,06-07-2025 08:30,Margin call,108180.72,0.0062,670.16296,-0.56,-0.08,0.0001,0,-0.56,-0.08,989.98,0.99
62,Entry short,06-07-2025 08:30,SELL DD,108090.8,0.0062,670.16296,-0.56,-0.08,0.0001,0,-0.56,-0.08,989.98,0.99
63,Exit short,06-07-2025 09:15,Margin call,108480.92,0.002,216.1816,-0.78,-0.36,0.00002,0,-0.78,-0.36,989.19,0.99
63,Entry short,06-07-2025 08:30,SELL DD,108090.8,0.002,216.1816,-0.78,-0.36,0.00002,0,-0.78,-0.36,989.19,0.99
64,Exit short,06-07-2025 09:30,Margin call,108708.72,0.00952,1029.024416,-5.88,-0.57,0.0001,0,-5.88,-0.57,983.31,0.98
64,Entry short,06-07-2025 08:30,SELL DD,108090.8,0.00952,1029.024416,-5.88,-0.57,0.0001,0,-5.88,-0.57,983.31,0.98
65,Exit short,06-07-2025 11:00,Close entry(s) order SELL DD,108933.25,0.91659,99074.94637,-772.18,-0.78,0.01,0,-949.8,-0.96,211.13,0.21
65,Entry short,06-07-2025 08:30,SELL DD,108090.8,0.91659,99074.94637,-772.18,-0.78,0.01,0,-949.8,-0.96,211.13,0.21
66,Exit long,06-07-2025 14:15,SELL DD,108788.33,0.92016,100210.945,-108.28,-0.11,55.78,0.06,-182.19,-0.18,102.86,0.1
66,Entry long,06-07-2025 12:00,BUY DD,108906,0.92016,100210.945,-108.28,-0.11,55.78,0.06,-182.19,-0.18,102.86,0.1
67,Exit short,06-07-2025 14:15,Margin call,108814.09,0.00172,187.1159276,-0.04,-0.02,0,0,-0.04,-0.02,102.81,0.1
67,Entry short,06-07-2025 14:15,SELL DD,108788.33,0.00172,187.1159276,-0.04,-0.02,0,0,-0.04,-0.02,102.81,0.1
68,Exit short,06-07-2025 15:15,BUY DD,108550.01,0.91844,99915.55381,218.88,0.22,479.11,0.48,-23.66,-0.02,321.69,0.32
68,Entry short,06-07-2025 14:15,SELL DD,108788.33,0.91844,99915.55381,218.88,0.22,479.11,0.48,-23.66,-0.02,321.69,0.32
69,Exit long,06-07-2025 16:15,Close entry(s) order BUY DD,108795.47,0.92419,100320.8337,226.85,0.23,252.37,0.25,-223.95,-0.22,548.55,0.55
69,Entry long,06-07-2025 15:15,BUY DD,108550.01,0.92419,100320.8337,226.85,0.23,252.37,0.25,-223.95,-0.22,548.55,0.55
70,Exit short,06-07-2025 16:45,Margin call,108832,0.00508,552.4845948,-0.38,-0.07,0,0,-0.38,-0.07,548.16,0.55
70,Entry short,06-07-2025 16:45,SELL DD,108756.81,0.00508,552.4845948,-0.38,-0.07,0,0,-0.38,-0.07,548.16,0.55
71,Exit short,06-07-2025 17:15,Margin call,109322.26,0.0178,1935.871218,-10.07,-0.52,1.63,0.08,-10.07,-0.52,538.1,0.54
71,Entry short,06-07-2025 16:45,SELL DD,108756.81,0.0178,1935.871218,-10.07,-0.52,1.63,0.08,-10.07,-0.52,538.1,0.54
72,Exit short,06-07-2025 19:30,BUY DD,109045,0.90164,98059.49017,-259.84,-0.26,82.36,0.08,-850.42,-0.87,278.26,0.28
72,Entry short,06-07-2025 16:45,SELL DD,108756.81,0.90164,98059.49017,-259.84,-0.26,82.36,0.08,-850.42,-0.87,278.26,0.28
73,Exit long,06-07-2025 22:15,SELL DD,109441.61,0.9196,100277.782,364.72,0.36,417.94,0.42,-335.88,-0.33,642.98,0.64
73,Entry long,06-07-2025 19:30,BUY DD,109045,0.9196,100277.782,364.72,0.36,417.94,0.42,-335.88,-0.33,642.98,0.64
74,Exit short,06-07-2025 22:15,Margin call,109499.99,0.00388,424.6334468,-0.23,-0.05,0.07,0.02,-0.23,-0.05,642.75,0.64
74,Entry short,06-07-2025 22:15,SELL DD,109441.61,0.00388,424.6334468,-0.23,-0.05,0.07,0.02,-0.23,-0.05,642.75,0.64
