Trade #,Type,Date and time,Signal,Price USDT,Position size (qty),Position size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
1376,Exit long,21-10-2025 15:45,SELL DD,111816.5,0.78499,88222.53768,-447.7,-0.51,148.83,0.17,-834.08,-0.95,-12225.1,-12.23
1376,Entry long,21-10-2025 13:30,BUY DD,112386.83,0.78499,88222.53768,-447.7,-0.51,148.83,0.17,-834.08,-0.95,-12225.1,-12.23
1377,Exit short,21-10-2025 15:45,Margin call,112022.26,0.01152,1288.12608,-2.37,-0.18,0.61,0.05,-2.37,-0.18,-12227.47,-12.23
1377,Entry short,21-10-2025 15:45,SELL DD,111816.5,0.01152,1288.12608,-2.37,-0.18,0.61,0.05,-2.37,-0.18,-12227.47,-12.23
1378,Exit short,21-10-2025 23:45,BUY DD,108031.17,0.77347,86486.70826,2927.84,3.39,3074.78,3.56,-159.15,-0.18,-9299.63,-9.3
1378,Entry short,21-10-2025 15:45,SELL DD,111816.5,0.77347,86486.70826,2927.84,3.39,3074.78,3.56,-159.15,-0.18,-9299.63,-9.3
1379,Exit long,22-10-2025 00:45,SELL DD,108491.06,0.83957,90699.7294,386.11,0.43,444.04,0.49,-28.29,-0.03,-8913.52,-8.91
1379,Entry long,21-10-2025 23:45,BUY DD,108031.17,0.83957,90699.7294,386.11,0.43,444.04,0.49,-28.29,-0.03,-8913.52,-8.91
1380,Exit short,22-10-2025 00:45,Margin call,108635.92,0.00892,967.7402552,-1.29,-0.13,0.14,0.01,-1.29,-0.13,-8914.81,-8.91
1380,Entry short,22-10-2025 00:45,SELL DD,108491.06,0.00892,967.7402552,-1.29,-0.13,0.14,0.01,-1.29,-0.13,-8914.81,-8.91
1381,Exit short,22-10-2025 01:30,Close entry(s) order SELL DD,108053.72,0.83065,90118.09899,363.28,0.4,453.17,0.5,-122.88,-0.14,-8551.54,-8.55
1381,Entry short,22-10-2025 00:45,SELL DD,108491.06,0.83065,90118.09899,363.28,0.4,453.17,0.5,-122.88,-0.14,-8551.54,-8.55
1382,Exit long,22-10-2025 07:30,Close entry(s) order BUY DD,107819.81,0.84781,91448.25414,-37.54,-0.04,291.56,0.32,-979.99,-1.07,-8589.08,-8.59
1382,Entry long,22-10-2025 05:45,BUY DD,107864.09,0.84781,91448.25414,-37.54,-0.04,291.56,0.32,-979.99,-1.07,-8589.08,-8.59
1383,Exit long,22-10-2025 14:15,Close entry(s) order BUY DD,107734.86,0.84314,91410.28781,-574.72,-0.63,320.33,0.35,-716.54,-0.78,-9163.8,-9.16
1383,Entry long,22-10-2025 12:00,BUY DD,108416.5,0.84314,91410.28781,-574.72,-0.63,320.33,0.35,-716.54,-0.78,-9163.8,-9.16
1384,Exit short,22-10-2025 15:45,Margin call,108094.12,0.00576,622.08576,-0.54,-0.09,0,0,-0.54,-0.09,-9164.33,-9.16
1384,Entry short,22-10-2025 15:45,SELL DD,108001,0.00576,622.08576,-0.54,-0.09,0,0,-0.54,-0.09,-9164.33,-9.16
1385,Exit short,22-10-2025 20:00,Close entry(s) order SELL DD,107567.45,0.8353,90213.2353,362.14,0.4,1114.55,1.24,-77.78,-0.09,-8802.19,-8.8
1385,Entry short,22-10-2025 15:45,SELL DD,108001,0.8353,90213.2353,362.14,0.4,1114.55,1.24,-77.78,-0.09,-8802.19,-8.8
1386,Exit long,22-10-2025 21:45,SELL DD,108232.79,0.84758,91197.09916,538.85,0.59,765.33,0.84,-24.07,-0.03,-8263.34,-8.26
1386,Entry long,22-10-2025 20:30,BUY DD,107597.04,0.84758,91197.09916,538.85,0.59,765.33,0.84,-24.07,-0.03,-8263.34,-8.26
1387,Exit short,22-10-2025 21:45,Margin call,108250.44,0.00104,112.5621016,-0.02,-0.02,0,0,-0.02,-0.02,-8263.36,-8.26
1387,Entry short,22-10-2025 21:45,SELL DD,108232.79,0.00104,112.5621016,-0.02,-0.02,0,0,-0.02,-0.02,-8263.36,-8.26
1388,Exit short,22-10-2025 22:15,Margin call,108393.32,0.00584,632.0794936,-0.94,-0.15,1.02,0.16,-0.94,-0.15,-8264.3,-8.26
1388,Entry short,22-10-2025 21:45,SELL DD,108232.79,0.00584,632.0794936,-0.94,-0.15,1.02,0.16,-0.94,-0.15,-8264.3,-8.26
1389,Exit short,22-10-2025 23:15,Margin call,108720.39,0.00276,298.7225004,-1.35,-0.45,0.48,0.16,-1.35,-0.45,-8265.64,-8.27
1389,Entry short,22-10-2025 21:45,SELL DD,108232.79,0.00276,298.7225004,-1.35,-0.45,0.48,0.16,-1.35,-0.45,-8265.64,-8.27
1390,Exit short,23-10-2025 00:30,Margin call,108940.33,0.00528,571.4691312,-3.74,-0.65,0.92,0.16,-3.74,-0.65,-8269.38,-8.27
1390,Entry short,22-10-2025 21:45,SELL DD,108232.79,0.00528,571.4691312,-3.74,-0.65,0.92,0.16,-3.74,-0.65,-8269.38,-8.27
1391,Exit short,23-10-2025 02:15,BUY DD,109079,0.83266,90121.11492,-704.61,-0.78,144.99,0.16,-722.09,-0.8,-8973.98,-8.97
1391,Entry short,22-10-2025 21:45,SELL DD,108232.79,0.83266,90121.11492,-704.61,-0.78,144.99,0.16,-722.09,-0.8,-8973.98,-8.97
1392,Exit long,23-10-2025 04:00,Close entry(s) order BUY DD,109269.9,0.83449,91025.33471,159.3,0.18,1017.49,1.12,-8.53,-0.01,-8814.68,-8.81
1392,Entry long,23-10-2025 02:15,BUY DD,109079,0.83449,91025.33471,159.3,0.18,1017.49,1.12,-8.53,-0.01,-8814.68,-8.81
1393,Exit long,23-10-2025 06:45,SELL DD,109452.72,0.83367,91184.8488,62.6,0.07,270.33,0.3,-62.6,-0.07,-8752.08,-8.75
1393,Entry long,23-10-2025 05:45,BUY DD,109377.63,0.83367,91184.8488,62.6,0.07,270.33,0.3,-62.6,-0.07,-8752.08,-8.75
1394,Exit short,23-10-2025 06:45,Margin call,109608.48,0.00944,1033.233677,-1.47,-0.14,0.34,0.03,-1.47,-0.14,-8753.55,-8.75
1394,Entry short,23-10-2025 06:45,SELL DD,109452.72,0.00944,1033.233677,-1.47,-0.14,0.34,0.03,-1.47,-0.14,-8753.55,-8.75
1395,Exit short,23-10-2025 07:45,BUY DD,109217.51,0.82423,90214.21541,193.87,0.21,290.39,0.32,-167.46,-0.19,-8559.68,-8.56
1395,Entry short,23-10-2025 06:45,SELL DD,109452.72,0.82423,90214.21541,193.87,0.21,290.39,0.32,-167.46,-0.19,-8559.68,-8.56
1396,Exit long,23-10-2025 15:00,Close entry(s) order BUY DD,110571.66,0.83723,91440.1759,1133.73,1.24,1738.17,1.9,-445.23,-0.49,-7425.95,-7.43
1396,Entry long,23-10-2025 07:45,BUY DD,109217.51,0.83723,91440.1759,1133.73,1.24,1738.17,1.9,-445.23,-0.49,-7425.95,-7.43
1397,Exit short,23-10-2025 18:45,Margin call,110050.91,0.00272,299.2152864,-0.12,-0.04,0,0,-0.12,-0.04,-7426.07,-7.43
1397,Entry short,23-10-2025 18:45,SELL DD,110005.62,0.00272,299.2152864,-0.12,-0.04,0,0,-0.12,-0.04,-7426.07,-7.43
1398,Exit short,23-10-2025 20:00,Margin call,110286.88,0.0062,682.034844,-1.74,-0.26,1.03,0.15,-1.74,-0.26,-7427.81,-7.43
1398,Entry short,23-10-2025 18:45,SELL DD,110005.62,0.0062,682.034844,-1.74,-0.26,1.03,0.15,-1.74,-0.26,-7427.81,-7.43
1399,Exit short,23-10-2025 20:45,Close entry(s) order SELL DD,110383.65,0.83261,91591.77927,-314.75,-0.34,138.73,0.15,-422.23,-0.46,-7742.56,-7.74
1399,Entry short,23-10-2025 18:45,SELL DD,110005.62,0.83261,91591.77927,-314.75,-0.34,138.73,0.15,-422.23,-0.46,-7742.56,-7.74
1400,Exit long,24-10-2025 14:30,Close entry(s) order BUY DD,110516.25,0.83602,92257.35686,136.44,0.15,239.09,0.26,-364.15,-0.39,-7606.13,-7.61
1400,Entry long,24-10-2025 12:30,BUY DD,110353.05,0.83602,92257.35686,136.44,0.15,239.09,0.26,-364.15,-0.39,-7606.13,-7.61
1401,Exit long,24-10-2025 17:30,SELL DD,110879.19,0.8343,92393.21862,113.29,0.12,257.82,0.28,-80.73,-0.09,-7492.84,-7.49
1401,Entry long,24-10-2025 16:30,BUY DD,110743.4,0.8343,92393.21862,113.29,0.12,257.82,0.28,-80.73,-0.09,-7492.84,-7.49
1402,Exit short,24-10-2025 17:30,Margin call,111018.59,0.00832,922.5148608,-1.16,-0.13,0.34,0.04,-1.16,-0.13,-7494,-7.49
1402,Entry short,24-10-2025 17:30,SELL DD,110879.19,0.00832,922.5148608,-1.16,-0.13,0.34,0.04,-1.16,-0.13,-7494,-7.49
1403,Exit short,24-10-2025 19:45,BUY DD,110962.77,0.82598,91583.99336,-69.04,-0.08,33.38,0.04,-214.28,-0.23,-7563.03,-7.56
1403,Entry short,24-10-2025 17:30,SELL DD,110879.19,0.82598,91583.99336,-69.04,-0.08,33.38,0.04,-214.28,-0.23,-7563.03,-7.56
1404,Exit long,24-10-2025 21:15,Close entry(s) order BUY DD,110888,0.83304,92436.42592,-62.29,-0.07,68.38,0.07,-241.51,-0.26,-7625.32,-7.63
1404,Entry long,24-10-2025 19:45,BUY DD,110962.77,0.83304,92436.42592,-62.29,-0.07,68.38,0.07,-241.51,-0.26,-7625.32,-7.63
1405,Exit short,24-10-2025 22:00,Margin call,111097.73,0.0016,177.712496,-0.04,-0.02,0,0,-0.04,-0.02,-7625.36,-7.63
1405,Entry short,24-10-2025 22:00,SELL DD,111070.31,0.0016,177.712496,-0.04,-0.02,0,0,-0.04,-0.02,-7625.36,-7.63
1406,Exit short,25-10-2025 00:00,Margin call,111200,0.00132,146.6128092,-0.17,-0.12,0.16,0.11,-0.17,-0.12,-7625.53,-7.63
1406,Entry short,24-10-2025 22:00,SELL DD,111070.31,0.00132,146.6128092,-0.17,-0.12,0.16,0.11,-0.17,-0.12,-7625.53,-7.63
1407,Exit short,25-10-2025 00:15,Margin call,111458.81,0.01144,1270.644346,-4.44,-0.35,1.38,0.11,-4.44,-0.35,-7629.98,-7.63
1407,Entry short,24-10-2025 22:00,SELL DD,111070.31,0.01144,1270.644346,-4.44,-0.35,1.38,0.11,-4.44,-0.35,-7629.98,-7.63
1408,Exit short,25-10-2025 01:45,BUY DD,111287.67,0.81731,90778.87507,-177.65,-0.2,98.31,0.11,-317.52,-0.35,-7807.63,-7.81
1408,Entry short,24-10-2025 22:00,SELL DD,111070.31,0.81731,90778.87507,-177.65,-0.2,98.31,0.11,-317.52,-0.35,-7807.63,-7.81
1409,Exit long,25-10-2025 02:30,SELL DD,111319.8,0.82841,92191.8187,26.62,0.03,173.49,0.19,-0.69,0,-7781.01,-7.78
1409,Entry long,25-10-2025 01:45,BUY DD,111287.67,0.82841,92191.8187,26.62,0.03,173.49,0.19,-0.69,0,-7781.01,-7.78
1410,Exit short,25-10-2025 02:30,Margin call,111366.94,0.00276,307.242648,-0.13,-0.04,0,0,-0.13,-0.04,-7781.14,-7.78
1410,Entry short,25-10-2025 02:30,SELL DD,111319.8,0.00276,307.242648,-0.13,-0.04,0,0,-0.13,-0.04,-7781.14,-7.78
1411,Exit short,25-10-2025 03:15,Margin call,111711.16,0.01212,1349.195976,-4.74,-0.35,0.71,0.05,-4.74,-0.35,-7785.89,-7.79
1411,Entry short,25-10-2025 02:30,SELL DD,111319.8,0.01212,1349.195976,-4.74,-0.35,0.71,0.05,-4.74,-0.35,-7785.89,-7.79
1412,Exit short,25-10-2025 04:00,Close entry(s) order SELL DD,111489.59,0.81353,90561.99689,-138.13,-0.15,47.83,0.05,-407.64,-0.45,-7924.01,-7.92
1412,Entry short,25-10-2025 02:30,SELL DD,111319.8,0.81353,90561.99689,-138.13,-0.15,47.83,0.05,-407.64,-0.45,-7924.01,-7.92
1413,Exit short,25-10-2025 07:15,Margin call,111635.22,0.0058,646.910946,-0.57,-0.09,0,0,-0.57,-0.09,-7924.59,-7.92
1413,Entry short,25-10-2025 07:15,SELL DD,111536.37,0.0058,646.910946,-0.57,-0.09,0,0,-0.57,-0.09,-7924.59,-7.92
1414,Exit short,25-10-2025 08:30,BUY DD,111700,0.81972,91428.59322,-134.13,-0.15,4.91,0.01,-134.13,-0.15,-8058.72,-8.06
1414,Entry short,25-10-2025 07:15,SELL DD,111536.37,0.81972,91428.59322,-134.13,-0.15,4.91,0.01,-134.13,-0.15,-8058.72,-8.06
1415,Exit long,25-10-2025 10:15,Close entry(s) order BUY DD,111738.66,0.8231,91940.27,31.82,0.03,200.17,0.22,-148.16,-0.16,-8026.9,-8.03
1415,Entry long,25-10-2025 08:30,BUY DD,111700,0.8231,91940.27,31.82,0.03,200.17,0.22,-148.16,-0.16,-8026.9,-8.03
1416,Exit short,25-10-2025 21:15,Margin call,111804.07,0.00044,49.19013,-0.004,-0.01,0,0,-0.004,-0.01,-8026.9,-8.03
1416,Entry short,25-10-2025 21:15,SELL DD,111795.75,0.00044,49.19013,-0.004,-0.01,0,0,-0.004,-0.01,-8026.9,-8.03
1417,Exit short,25-10-2025 23:30,BUY DD,111495.41,0.82224,91922.93748,246.95,0.27,345.29,0.38,-6.84,-0.01,-7779.95,-7.78
1417,Entry short,25-10-2025 21:15,SELL DD,111795.75,0.82224,91922.93748,246.95,0.27,345.29,0.38,-6.84,-0.01,-7779.95,-7.78
1418,Exit long,26-10-2025 01:15,SELL DD,111486.52,0.82711,92218.96857,-7.35,-0.01,0,0,-194.34,-0.21,-7787.3,-7.79
1418,Entry long,25-10-2025 23:30,BUY DD,111495.41,0.82711,92218.96857,-7.35,-0.01,0,0,-194.34,-0.21,-7787.3,-7.79
1419,Exit short,26-10-2025 01:15,Margin call,111511.99,0.00144,160.5405888,-0.04,-0.02,0.01,0.01,-0.04,-0.02,-7787.34,-7.79
1419,Entry short,26-10-2025 01:15,SELL DD,111486.52,0.00144,160.5405888,-0.04,-0.02,0.01,0.01,-0.04,-0.02,-7787.34,-7.79
1420,Exit short,26-10-2025 01:30,Margin call,111634.96,0.00296,330.0000992,-0.44,-0.13,0.03,0.01,-0.44,-0.13,-7787.78,-7.79
1420,Entry short,26-10-2025 01:15,SELL DD,111486.52,0.00296,330.0000992,-0.44,-0.13,0.03,0.01,-0.44,-0.13,-7787.78,-7.79
1421,Exit short,26-10-2025 02:15,Close entry(s) order SELL DD,111574.58,0.82271,91721.07487,-72.45,-0.08,8.28,0.01,-135.24,-0.15,-7860.23,-7.86
1421,Entry short,26-10-2025 01:15,SELL DD,111486.52,0.82271,91721.07487,-72.45,-0.08,8.28,0.01,-135.24,-0.15,-7860.23,-7.86
1422,Exit long,26-10-2025 07:30,SELL DD,112707.09,0.82547,92138.94489,897.38,0.97,957.4,1.04,-24.71,-0.03,-6962.85,-6.96
1422,Entry long,26-10-2025 02:45,BUY DD,111619.98,0.82547,92138.94489,897.38,0.97,957.4,1.04,-24.71,-0.03,-6962.85,-6.96
1423,Exit short,26-10-2025 07:30,Margin call,113370.38,0.0386,4350.493674,-25.6,-0.59,0.7,0.02,-25.6,-0.59,-6988.45,-6.99
1423,Entry short,26-10-2025 07:30,SELL DD,112707.09,0.0386,4350.493674,-25.6,-0.59,0.7,0.02,-25.6,-0.59,-6988.45,-6.99
1424,Exit short,26-10-2025 08:15,Close entry(s) order SELL DD,113728,0.78687,88685.82791,-803.32,-0.91,14.23,0.02,-879.56,-0.99,-7791.78,-7.79
1424,Entry short,26-10-2025 07:30,SELL DD,112707.09,0.78687,88685.82791,-803.32,-0.91,14.23,0.02,-879.56,-0.99,-7791.78,-7.79
1425,Exit long,26-10-2025 19:30,SELL DD,114385.13,0.81248,92207.4046,728.23,0.79,1607.06,1.74,-477.6,-0.52,-7063.55,-7.06
1425,Entry long,26-10-2025 11:45,BUY DD,113488.83,0.81248,92207.4046,728.23,0.79,1607.06,1.74,-477.6,-0.52,-7063.55,-7.06
1426,Exit short,26-10-2025 19:30,Margin call,114716.82,0.01876,2145.865039,-6.22,-0.29,0,0,-6.22,-0.29,-7069.77,-7.07
1426,Entry short,26-10-2025 19:30,SELL DD,114385.13,0.01876,2145.865039,-6.22,-0.29,0,0,-6.22,-0.29,-7069.77,-7.07
1427,Exit short,26-10-2025 22:00,Close entry(s) order SELL DD,115284.01,0.79372,90789.76538,-713.46,-0.79,18.15,0.02,-796.76,-0.88,-7783.23,-7.78
1427,Entry short,26-10-2025 19:30,SELL DD,114385.13,0.79372,90789.76538,-713.46,-0.79,18.15,0.02,-796.76,-0.88,-7783.23,-7.78
1428,Exit short,27-10-2025 00:45,Margin call,115283.27,0.00092,106.0451892,-0.02,-0.01,0,0,-0.02,-0.01,-7783.25,-7.78
1428,Entry short,27-10-2025 00:45,SELL DD,115266.51,0.00092,106.0451892,-0.02,-0.01,0,0,-0.02,-0.01,-7783.25,-7.78
1429,Exit short,27-10-2025 01:00,Margin call,115521.61,0.01044,1203.382364,-2.66,-0.22,0.61,0.05,-2.66,-0.22,-7785.91,-7.79
1429,Entry short,27-10-2025 00:45,SELL DD,115266.51,0.01044,1203.382364,-2.66,-0.22,0.61,0.05,-2.66,-0.22,-7785.91,-7.79
1430,Exit short,27-10-2025 02:15,Close entry(s) order SELL DD,115492.91,0.78867,90907.23844,-178.55,-0.2,45.99,0.05,-304.73,-0.34,-7964.47,-7.96
1430,Entry short,27-10-2025 00:45,SELL DD,115266.51,0.78867,90907.23844,-178.55,-0.2,45.99,0.05,-304.73,-0.34,-7964.47,-7.96
1431,Exit long,27-10-2025 12:00,SELL DD,114969.68,0.79969,92034.72272,-94.62,-0.1,262.29,0.28,-467.03,-0.51,-8059.08,-8.06
1431,Entry long,27-10-2025 08:45,BUY DD,115088,0.79969,92034.72272,-94.62,-0.1,262.29,0.28,-467.03,-0.51,-8059.08,-8.06
1432,Exit short,27-10-2025 12:00,Margin call,115352.94,0.0212,2437.357216,-8.13,-0.33,2.07,0.08,-8.13,-0.33,-8067.21,-8.07
1432,Entry short,27-10-2025 12:00,SELL DD,114969.68,0.0212,2437.357216,-8.13,-0.33,2.07,0.08,-8.13,-0.33,-8067.21,-8.07
1433,Exit short,27-10-2025 12:45,Close entry(s) order SELL DD,115443.94,0.77849,89502.74618,-369.21,-0.41,75.95,0.08,-443.61,-0.5,-8436.42,-8.44
1433,Entry short,27-10-2025 12:00,SELL DD,114969.68,0.77849,89502.74618,-369.21,-0.41,75.95,0.08,-443.61,-0.5,-8436.42,-8.44
1434,Exit short,27-10-2025 13:15,Margin call,115599.19,0.002,231.12394,-0.07,-0.03,0,0,-0.07,-0.03,-8436.49,-8.44
1434,Entry short,27-10-2025 13:15,SELL DD,115561.97,0.002,231.12394,-0.07,-0.03,0,0,-0.07,-0.03,-8436.49,-8.44
1435,Exit short,27-10-2025 14:00,Margin call,115790,0.00444,513.0951468,-1.01,-0.2,1.11,0.22,-1.01,-0.2,-8437.5,-8.44
1435,Entry short,27-10-2025 13:15,SELL DD,115561.97,0.00444,513.0951468,-1.01,-0.2,1.11,0.22,-1.01,-0.2,-8437.5,-8.44
1436,Exit short,27-10-2025 19:45,BUY DD,114140.72,0.78589,90818.9966,1116.95,1.23,1361.13,1.5,-179.21,-0.2,-7320.56,-7.32
1436,Entry short,27-10-2025 13:15,SELL DD,115561.97,0.78589,90818.9966,1116.95,1.23,1361.13,1.5,-179.21,-0.2,-7320.56,-7.32
1437,Exit long,27-10-2025 20:15,SELL DD,114089.29,0.81197,92678.84042,-41.76,-0.05,69.43,0.07,-186.09,-0.2,-7362.32,-7.36
1437,Entry long,27-10-2025 19:45,BUY DD,114140.72,0.81197,92678.84042,-41.76,-0.05,69.43,0.07,-186.09,-0.2,-7362.32,-7.36
1438,Exit short,27-10-2025 20:15,Margin call,114374.2,0.01616,1843.682926,-4.6,-0.25,0.37,0.02,-4.6,-0.25,-7366.92,-7.37
1438,Entry short,27-10-2025 20:15,SELL DD,114089.29,0.01616,1843.682926,-4.6,-0.25,0.37,0.02,-4.6,-0.25,-7366.92,-7.37
1439,Exit short,28-10-2025 03:30,Close entry(s) order SELL DD,114267.01,0.79581,90793.39787,-141.43,-0.16,482.25,0.53,-364.41,-0.4,-7508.35,-7.51
1439,Entry short,27-10-2025 20:15,SELL DD,114089.29,0.79581,90793.39787,-141.43,-0.16,482.25,0.53,-364.41,-0.4,-7508.35,-7.51
1440,Exit long,28-10-2025 10:00,SELL DD,115522.91,0.80997,92490.85499,1079.24,1.17,1079.24,1.17,-9.21,-0.01,-6429.12,-6.43
1440,Entry long,28-10-2025 08:30,BUY DD,114190.47,0.80997,92490.85499,1079.24,1.17,1079.24,1.17,-9.21,-0.01,-6429.12,-6.43
1441,Exit short,28-10-2025 10:00,Margin call,115822.71,0.01672,1931.543055,-5.01,-0.26,3.16,0.16,-5.01,-0.26,-6434.13,-6.43
1441,Entry short,28-10-2025 10:00,SELL DD,115522.91,0.01672,1931.543055,-5.01,-0.26,3.16,0.16,-5.01,-0.26,-6434.13,-6.43
1442,Exit short,28-10-2025 13:00,Close entry(s) order SELL DD,115341.59,0.79325,91638.54836,143.83,0.16,1030.65,1.12,-446.67,-0.49,-6290.3,-6.29
1442,Entry short,28-10-2025 10:00,SELL DD,115522.91,0.79325,91638.54836,143.83,0.16,1030.65,1.12,-446.67,-0.49,-6290.3,-6.29
1443,Exit long,28-10-2025 17:00,Close entry(s) order BUY DD,112808.05,0.82425,93708.15825,-726.12,-0.77,11.8,0.01,-1124.43,-1.2,-7016.42,-7.02
1443,Entry long,28-10-2025 16:00,BUY DD,113689,0.82425,93708.15825,-726.12,-0.77,11.8,0.01,-1124.43,-1.2,-7016.42,-7.02
1444,Exit short,28-10-2025 18:15,Margin call,113142.51,0.01696,1913.943802,-4.95,-0.26,0.2,0.01,-4.95,-0.26,-7021.37,-7.02
1444,Entry short,28-10-2025 18:15,SELL DD,112850.46,0.01696,1913.943802,-4.95,-0.26,0.2,0.01,-4.95,-0.26,-7021.37,-7.02
1445,Exit short,28-10-2025 18:45,BUY DD,113248.17,0.80699,91069.19272,-320.95,-0.35,9.4,0.01,-353.91,-0.39,-7342.32,-7.34
1445,Entry short,28-10-2025 18:15,SELL DD,112850.46,0.80699,91069.19272,-320.95,-0.35,9.4,0.01,-353.91,-0.39,-7342.32,-7.34
1446,Exit long,28-10-2025 20:45,Close entry(s) order BUY DD,112615,0.81818,92657.38773,-518.05,-0.56,18.57,0.02,-518.06,-0.56,-7860.37,-7.86
1446,Entry long,28-10-2025 18:45,BUY DD,113248.17,0.81818,92657.38773,-518.05,-0.56,18.57,0.02,-518.06,-0.56,-7860.37,-7.86
1447,Exit short,29-10-2025 01:00,Margin call,112969.98,0.0092,1037.857152,-1.47,-0.14,0.03,0,-1.47,-0.14,-7861.83,-7.86
1447,Entry short,29-10-2025 01:00,SELL DD,112810.56,0.0092,1037.857152,-1.47,-0.14,0.03,0,-1.47,-0.14,-7861.83,-7.86
1448,Exit short,29-10-2025 03:15,Margin call,113476,0.00132,148.9099392,-0.88,-0.59,0.004,0,-0.88,-0.59,-7862.71,-7.86
1448,Entry short,29-10-2025 01:00,SELL DD,112810.56,0.00132,148.9099392,-0.88,-0.59,0.004,0,-0.88,-0.59,-7862.71,-7.86
1449,Exit short,29-10-2025 03:45,Margin call,113577.9,0.00184,207.5714304,-1.41,-0.68,0.01,0,-1.41,-0.68,-7864.12,-7.86
1449,Entry short,29-10-2025 01:00,SELL DD,112810.56,0.00184,207.5714304,-1.41,-0.68,0.01,0,-1.41,-0.68,-7864.12,-7.86
1450,Exit short,29-10-2025 05:15,BUY DD,112880,0.8044,90744.81446,-55.86,-0.06,2.59,0,-654.43,-0.72,-7919.98,-7.92
1450,Entry short,29-10-2025 01:00,SELL DD,112810.56,0.8044,90744.81446,-55.86,-0.06,2.59,0,-654.43,-0.72,-7919.98,-7.92
1451,Exit long,29-10-2025 08:00,SELL DD,113132.35,0.81573,92079.6024,205.85,0.22,294.25,0.32,-119.99,-0.13,-7714.13,-7.71
1451,Entry long,29-10-2025 05:15,BUY DD,112880,0.81573,92079.6024,205.85,0.22,294.25,0.32,-119.99,-0.13,-7714.13,-7.71
1452,Exit short,29-10-2025 08:00,Margin call,113325.13,0.01108,1253.506438,-2.14,-0.17,0,0,-2.14,-0.17,-7716.27,-7.72
1452,Entry short,29-10-2025 08:00,SELL DD,113132.35,0.01108,1253.506438,-2.14,-0.17,0,0,-2.14,-0.17,-7716.27,-7.72
1453,Exit short,29-10-2025 14:30,Close entry(s) order SELL DD,111433.34,0.80465,91031.94543,1367.11,1.5,1747.98,1.92,-411.48,-0.45,-6349.16,-6.35
1453,Entry short,29-10-2025 08:00,SELL DD,113132.35,0.80465,91031.94543,1367.11,1.5,1747.98,1.92,-411.48,-0.45,-6349.16,-6.35
1454,Exit short,29-10-2025 21:30,Margin call,110611.05,0.01396,1540.942492,-3.19,-0.21,0.04,0,-3.19,-0.21,-6352.35,-6.35
1454,Entry short,29-10-2025 21:30,SELL DD,110382.7,0.01396,1540.942492,-3.19,-0.21,0.04,0,-3.19,-0.21,-6352.35,-6.35
1455,Exit short,29-10-2025 23:00,Close entry(s) order SELL DD,110985.93,0.83445,92108.84401,-503.37,-0.55,43.11,0.05,-525.11,-0.57,-6855.71,-6.86
1455,Entry short,29-10-2025 21:30,SELL DD,110382.7,0.83445,92108.84401,-503.37,-0.55,43.11,0.05,-525.11,-0.57,-6855.71,-6.86
1456,Exit long,30-10-2025 05:45,Close entry(s) order BUY DD,110193.38,0.85787,93143.4583,1388.14,1.49,2587.97,2.78,-133.19,-0.14,-5467.58,-5.47
1456,Entry long,30-10-2025 01:00,BUY DD,108575.26,0.85787,93143.4583,1388.14,1.49,2587.97,2.78,-133.19,-0.14,-5467.58,-5.47
1457,Exit long,30-10-2025 12:45,SELL DD,108015.76,0.87468,94532.01189,-52.79,-0.06,121.35,0.13,-154.04,-0.16,-5520.36,-5.52
1457,Entry long,30-10-2025 12:15,BUY DD,108076.11,0.87468,94532.01189,-52.79,-0.06,121.35,0.13,-154.04,-0.16,-5520.36,-5.52
1458,Exit short,30-10-2025 12:45,Margin call,108144.58,0.00832,898.6911232,-1.07,-0.12,0.58,0.06,-1.07,-0.12,-5521.44,-5.52
1458,Entry short,30-10-2025 12:45,SELL DD,108015.76,0.00832,898.6911232,-1.07,-0.12,0.58,0.06,-1.07,-0.12,-5521.44,-5.52
1459,Exit short,30-10-2025 15:30,BUY DD,107007.24,0.86636,93580.53383,873.74,0.93,1174.66,1.26,-116.79,-0.12,-4647.69,-4.65
1459,Entry short,30-10-2025 12:45,SELL DD,108015.76,0.86636,93580.53383,873.74,0.93,1174.66,1.26,-116.79,-0.12,-4647.69,-4.65
1460,Exit long,30-10-2025 17:30,SELL DD,107642.4,0.89108,95352.01142,565.98,0.59,671.85,0.7,-626.34,-0.66,-4081.72,-4.08
1460,Entry long,30-10-2025 15:30,BUY DD,107007.24,0.89108,95352.01142,565.98,0.59,671.85,0.7,-626.34,-0.66,-4081.72,-4.08
1461,Exit short,30-10-2025 17:30,Margin call,107875.12,0.01536,1653.387264,-3.57,-0.22,3.13,0.19,-3.57,-0.22,-4085.29,-4.09
1461,Entry short,30-10-2025 17:30,SELL DD,107642.4,0.01536,1653.387264,-3.57,-0.22,3.13,0.19,-3.57,-0.22,-4085.29,-4.09
1462,Exit short,30-10-2025 19:00,BUY DD,107912.81,0.87572,94264.60253,-236.8,-0.25,178.68,0.19,-269.37,-0.29,-4322.09,-4.32
1462,Entry short,30-10-2025 17:30,SELL DD,107642.4,0.87572,94264.60253,-236.8,-0.25,178.68,0.19,-269.37,-0.29,-4322.09,-4.32
